mu_DM,sigma_DM,A_phys
9.070707070707071,0.36363636363636365,0.8072463499487109
9.070707070707071,0.010101010101010102,1.0381569088783136
9.0,1.0,0.4057205257536982
9.070707070707071,0.0,
9.070707070707071,0.020202020202020204,0.9256236774245211
9.070707070707071,0.04040404040404041,0.9130144563432514
9.070707070707071,0.05050505050505051,0.9145170693504964
9.070707070707071,0.06060606060606061,0.915940981282183
9.070707070707071,0.07070707070707072,0.9158612655649384
9.070707070707071,0.10101010101010102,0.9091390554766673
9.070707070707071,0.09090909090909091,0.9118671912362811
9.070707070707071,0.11111111111111112,0.9065200344267337
9.070707070707071,0.12121212121212122,0.9042005960172589
9.070707070707071,0.13131313131313133,0.9022321710524726
9.070707070707071,0.08080808080808081,0.914307171574936
9.070707070707071,0.42424242424242425,0.7555002670723875
9.070707070707071,0.4444444444444445,0.7379538573239949
9.070707070707071,0.16161616161616163,0.8980290136578651
9.070707070707071,0.14141414141414144,0.900591366345358
9.070707070707071,0.19191919191919193,0.8945658986831798
9.070707070707071,0.20202020202020204,0.8930842856907126
9.070707070707071,0.4545454545454546,0.7292188516477618
9.070707070707071,0.18181818181818182,0.8958117735466571
9.070707070707071,0.4747474747474748,0.7118994743882591
9.070707070707071,0.21212121212121213,0.8912697408124652
9.070707070707071,0.17171717171717174,0.8969292801835823
9.070707070707071,0.4646464646464647,0.7205297351263631
9.070707070707071,0.494949494949495,0.6948591055448239
9.070707070707071,0.43434343434343436,0.7467199378915647
9.070707070707071,0.27272727272727276,0.870150979797294
9.070707070707071,0.48484848484848486,0.7033393489895264
9.070707070707071,0.4141414141414142,0.7642758421772224
9.070707070707071,0.23232323232323235,0.8863341402957536
9.070707070707071,0.5050505050505051,0.6864671037211267
9.070707070707071,0.25252525252525254,0.8793363287370494
9.070707070707071,0.5151515151515152,0.6781704530766197
9.070707070707071,0.5353535353535354,0.6618861462972337
9.070707070707071,0.2828282828282829,0.864765004522984
9.070707070707071,0.29292929292929293,0.8588860637163899
9.070707070707071,0.5454545454545455,0.6539075545310769
9.070707070707071,0.22222222222222224,0.889040636827298
9.070707070707071,0.5252525252525253,0.669975140239629
9.070707070707071,0.30303030303030304,0.8525498041533544
9.070707070707071,0.31313131313131315,0.8457960736549154
9.070707070707071,0.24242424242424243,0.8831072911722044
9.070707070707071,0.5555555555555556,0.6460426488234254
9.070707070707071,0.595959595959596,0.6157623688920258
9.070707070707071,0.5656565656565657,0.6382940031795981
9.070707070707071,0.5757575757575758,0.6306635628886909
9.070707070707071,0.5858585858585859,0.6231527178855181
9.070707070707071,0.6262626262626263,0.5943171743529155
9.070707070707071,0.7070707070707072,0.5423406234923832
9.070707070707071,0.6161616161616162,0.6013446666492134
9.070707070707071,0.6363636363636365,0.5874099906488833
9.070707070707071,0.6464646464646465,0.5806223487765787
9.070707070707071,0.6060606060606061,0.6084929869134993
9.070707070707071,0.6565656565656566,0.5739532687028321
9.070707070707071,0.6666666666666667,0.5674015875062793
9.070707070707071,0.686868686868687,0.5546450147684122
9.070707070707071,0.7272727272727273,0.5304749223664762
9.070707070707071,0.6767676767676768,0.5609659864052876
9.070707070707071,0.696969696969697,0.5484371114159283
9.070707070707071,0.7575757575757577,0.5134670955898794
9.070707070707071,0.7171717171717172,0.5363538231635375
9.070707070707071,0.7373737373737375,0.524702085819167
9.070707070707071,0.7474747474747475,0.5190334424751006
9.070707070707071,0.7676767676767677,0.5080011315495961
9.070707070707071,0.7777777777777778,0.5026336275953904
9.070707070707071,0.797979797979798,0.492186302756735
9.070707070707071,0.98989898989899,0.40939829676029205
9.070707070707071,0.787878787878788,0.49736265856464973
9.070707070707071,0.8080808080808082,0.4871026470197908
9.070707070707071,0.8282828282828284,0.4772058516457962
9.141414141414142,0.030303030303030304,0.914748214540298
9.070707070707071,0.8181818181818182,0.48210979114504177
9.141414141414142,0.05050505050505051,0.914571068111036
9.070707070707071,0.8484848484848485,0.4676572903495776
9.070707070707071,0.8383838383838385,0.4723889649902261
9.141414141414142,0.09090909090909091,0.9119153540838607
9.141414141414142,0.08080808080808081,0.9143564424521871
9.070707070707071,0.8585858585858587,0.46300901191693206
9.070707070707071,0.8686868686868687,0.45844234084569857
9.070707070707071,0.8787878787878789,0.4539555168517496
9.070707070707071,0.888888888888889,0.44954680951838377
9.141414141414142,0.12121212121212122,0.9042477478971527
9.141414141414142,0.15151515151515152,0.8992658921503786
9.070707070707071,0.8989898989898991,0.4452145193390809
9.141414141414142,0.18181818181818182,0.8958618403236497
9.070707070707071,0.9090909090909092,0.4409569785292039
9.070707070707071,0.9797979797979799,0.41311394845030736
9.141414141414142,0.17171717171717174,0.8969787769255946
9.070707070707071,0.9191919191919192,0.43677255163446943
9.141414141414142,0.21212121212121213,0.8913212523275239
9.070707070707071,0.9292929292929294,0.43265963596094253
9.141414141414142,0.23232323232323235,0.8863862976758675
9.070707070707071,0.9393939393939394,0.42861666184865
9.070707070707071,0.9494949494949496,0.42464209280844084
9.070707070707071,0.9595959595959597,0.4207344255396477
9.141414141414142,0.33333333333333337,0.8312571648500098
9.070707070707071,0.9696969696969697,0.4168921898440937
9.141414141414142,0.27272727272727276,0.8702035832947049
9.141414141414142,0.2828282828282829,0.8648175553135838
9.141414141414142,0.10101010101010102,0.9091865137432759
9.141414141414142,0.29292929292929293,0.8589385038618235
9.070707070707071,1.0,0.40574386252976596
9.141414141414142,0.31313131313131315,0.8458481373075242
9.141414141414142,0.0,
9.141414141414142,0.32323232323232326,0.8387188431091074
9.141414141414142,0.30303030303030304,0.8526020803392699
9.141414141414142,0.3434343434343435,0.8235056906856999
9.141414141414142,0.3535353535353536,0.8155057495756537
9.141414141414142,0.37373737373737376,0.7989159184546976
9.141414141414142,0.13131313131313133,0.902279574789366
9.141414141414142,0.010101010101010102,1.038248355201022
9.141414141414142,0.020202020202020204,0.925692639499218
9.141414141414142,0.07070707070707072,0.9159119742624158
9.141414141414142,0.36363636363636365,0.8072967823083721
9.141414141414142,0.04040404040404041,0.9130704880148707
9.141414141414142,0.38383838383838387,0.7903977176919252
9.141414141414142,0.06060606060606061,0.9159933014664458
9.141414141414142,0.393939393939394,0.7817740391094388
9.141414141414142,0.4040404040404041,0.773074007674925
9.141414141414142,0.11111111111111112,0.9065671773918232
9.141414141414142,0.4141414141414142,0.7643240524271789
9.141414141414142,0.5151515151515152,0.6782137142914667
9.141414141414142,0.4444444444444445,0.7380006039537683
9.141414141414142,0.43434343434343436,0.746767178192687
9.141414141414142,0.4545454545454546,0.7292651010437239
9.141414141414142,0.5555555555555556,0.6460839763726964
9.141414141414142,0.42424242424242425,0.7555479958556317
9.141414141414142,0.5757575757575758,0.6307039541428937
9.141414141414142,0.16161616161616163,0.898077925804448
9.141414141414142,0.14141414141414144,0.9006391879140261
9.141414141414142,0.4747474747474748,0.7119447242388504
9.141414141414142,0.6161616161616162,0.6013832573221328
9.141414141414142,0.19191919191919193,0.8946165003560782
9.141414141414142,0.48484848484848486,0.7033840989321193
9.141414141414142,0.6060606060606061,0.6085320183084281
9.141414141414142,0.5050505050505051,0.686510858536033
9.141414141414142,0.4646464646464647,0.7205754851701132
9.141414141414142,0.494949494949495,0.6949033568536986
9.141414141414142,0.6666666666666667,0.5674380724165488
9.141414141414142,0.20202020202020204,0.8931353723502877
9.141414141414142,0.6767676767676768,0.561002069879228
9.141414141414142,0.5252525252525253,0.670017911402513
9.141414141414142,0.5454545454545455,0.653949358412529
9.141414141414142,0.22222222222222224,0.8890925064726498
9.141414141414142,0.5353535353535354,0.6619284315208422
9.141414141414142,0.24242424242424243,0.8831596645728003
9.141414141414142,0.696969696969697,0.5484724115908864
9.141414141414142,0.7272727272727273,0.5305090957507445
9.141414141414142,0.5656565656565657,0.6383348597557031
9.141414141414142,0.25252525252525254,0.8793888469906194
9.141414141414142,0.7474747474747475,0.5190668959732223
9.141414141414142,0.7676767676767677,0.5080338894437811
9.141414141414142,0.26262626262626265,0.875067395041433
9.141414141414142,0.5858585858585859,0.6231926497108502
9.141414141414142,0.595959595959596,0.6158018473784969
9.141414141414142,0.6262626262626263,0.5943553307645951
9.141414141414142,0.7171717171717172,0.536388365807778
9.141414141414142,0.8080808080808082,0.48713408360669375
9.141414141414142,0.6363636363636365,0.5874477193240255
9.141414141414142,0.8383838383838385,0.4724194686917981
9.141414141414142,0.6565656565656566,0.5739901616176356
9.141414141414142,0.8282828282828284,0.4772366609749659
9.141414141414142,0.6464646464646465,0.5806596562798109
9.141414141414142,0.7070707070707072,0.5423755417105006
9.141414141414142,0.8787878787878789,0.453984849062167
9.141414141414142,0.9090909090909092,0.4409854829471373
9.141414141414142,0.8585858585858587,0.463038919867113
9.141414141414142,0.8989898989898991,0.4452432950400567
9.141414141414142,0.7373737373737375,0.5247358961817653
9.141414141414142,0.7575757575757577,0.5135001982950215
9.141414141414142,0.7777777777777778,0.5026660465681086
9.141414141414142,0.8484848484848485,0.4676874936246406
9.141414141414142,0.787878787878788,0.49739474441043713
9.141414141414142,0.9191919191919192,0.4368007892917423
9.141414141414142,0.9292929292929294,0.4326876112875665
9.141414141414142,0.797979797979798,0.49221806117330985
9.141414141414142,0.9393939393939394,0.42864437918370335
9.141414141414142,0.686868686868687,0.5546807033445326
9.141414141414142,0.8181818181818182,0.4821409114026971
9.141414141414142,0.98989898989899,0.4094247861478583
9.212121212121213,0.06060606060606061,0.9160521031053922
9.212121212121213,0.0,
9.212121212121213,0.020202020202020204,0.9257700799433647
9.141414141414142,0.8686868686868687,0.458471958473717
9.212121212121213,0.030303030303030304,0.9148153823950043
9.212121212121213,0.05050505050505051,0.9146317573148182
9.141414141414142,0.888888888888889,0.449575861118517
9.212121212121213,0.10101010101010102,0.9092398456546946
9.141414141414142,0.9494949494949496,0.4246695564015623
9.212121212121213,0.07070707070707072,0.9159689622929745
9.212121212121213,0.12121212121212122,0.9043007396734647
9.212121212121213,0.16161616161616163,0.8981329137074097
9.212121212121213,0.08080808080808081,0.9144118123719757
9.212121212121213,0.11111111111111112,0.9066201564755744
9.141414141414142,0.9595959595959597,0.42076163955257556
9.212121212121213,0.09090909090909091,0.9119694776231727
9.212121212121213,0.19191919191919193,0.8946734028511283
9.141414141414142,0.9797979797979799,0.4131406754443667
9.141414141414142,1.0,0.4057701181369696
9.212121212121213,0.010101010101010102,1.0383509825485673
9.141414141414142,0.9696969696969697,0.41691915835224014
9.212121212121213,0.15151515151515152,0.8993202331792789
9.212121212121213,0.18181818181818182,0.8959181364390585
9.212121212121213,0.04040404040404041,0.9131334576974814
9.212121212121213,0.21212121212121213,0.8913791873172033
9.212121212121213,0.31313131313131315,0.8459067253726513
9.212121212121213,0.20202020202020204,0.893192824986373
9.212121212121213,0.25252525252525254,0.879447930116805
9.212121212121213,0.23232323232323235,0.8864449674858434
9.212121212121213,0.22222222222222224,0.8891508485725464
9.212121212121213,0.32323232323232326,0.8387771447184831
9.212121212121213,0.26262626262626265,0.8751265666118334
9.212121212121213,0.3535353535353536,0.8155629455209111
9.212121212121213,0.42424242424242425,0.7556017206378307
9.212121212121213,0.29292929292929293,0.8589975109270486
9.212121212121213,0.36363636363636365,0.8073535433086518
9.212121212121213,0.13131313131313133,0.9023328532231027
9.212121212121213,0.27272727272727276,0.8702627686970404
9.212121212121213,0.33333333333333337,0.8313151356731046
9.212121212121213,0.17171717171717174,0.8970344271011632
9.212121212121213,0.4141414141414142,0.7643783182277952
9.212121212121213,0.4444444444444445,0.7380532248395654
9.212121212121213,0.4646464646464647,0.7206269856519937
9.212121212121213,0.393939393939394,0.7818293535393988
9.212121212121213,0.38383838383838387,0.7904535343132889
9.212121212121213,0.4040404040404041,0.7731288042144588
9.212121212121213,0.24242424242424243,0.883218581190285
9.212121212121213,0.14141414141414144,0.9006929402428013
9.212121212121213,0.43434343434343436,0.7468203539827301
9.212121212121213,0.2828282828282829,0.8648766842524332
9.212121212121213,0.30303030303030304,0.8526609053319611
9.212121212121213,0.494949494949495,0.6949531719840982
9.212121212121213,0.4545454545454546,0.729317162949915
9.212121212121213,0.5151515151515152,0.6782624158325578
9.212121212121213,0.4747474747474748,0.7119956622944252
9.212121212121213,0.5252525252525253,0.6700660617150375
9.212121212121213,0.3434343434343435,0.8235632913797747
9.212121212121213,0.5050505050505051,0.6865601152629265
9.212121212121213,0.37373737373737376,0.7989722184197198
9.212121212121213,0.48484848484848486,0.70343447483139
9.212121212121213,0.5353535353535354,0.6619760352004509
9.212121212121213,0.6161616161616162,0.6014267042087135
9.212121212121213,0.595959595959596,0.6158462932670906
9.212121212121213,0.5454545454545455,0.6539964206028297
9.212121212121213,0.5656565656565657,0.6383808561948652
9.212121212121213,0.5858585858585859,0.6232376056896656
9.212121212121213,0.5555555555555556,0.6461305026844676
9.212121212121213,0.6565656565656566,0.5740316979666356
9.212121212121213,0.5757575757575758,0.6307494270463897
9.212121212121213,0.6464646464646465,0.5807016591947227
9.212121212121213,0.6060606060606061,0.6085759611199285
9.212121212121213,0.6666666666666667,0.5674791495988836
9.212121212121213,0.6767676767676768,0.5610426952773874
9.212121212121213,0.7272727272727273,0.5305475713812349
9.212121212121213,0.696969696969697,0.5485121554240042
9.212121212121213,0.6363636363636365,0.5874901962026606
9.212121212121213,0.7676767676767677,0.508070771858827
9.212121212121213,0.7070707070707072,0.5424148556582017
9.212121212121213,0.8181818181818182,0.48217595046365214
9.212121212121213,0.7474747474747475,0.5191045613412092
9.212121212121213,0.787878787878788,0.49743087036752187
9.212121212121213,0.686868686868687,0.5547208843083984
9.212121212121213,0.7777777777777778,0.5027025474952109
9.212121212121213,0.8080808080808082,0.48716947874143557
9.212121212121213,0.6262626262626263,0.5943982889824826
9.212121212121213,0.9090909090909092,0.4410175773808676
9.212121212121213,0.7575757575757577,0.5135374688224454
9.212121212121213,0.7171717171717172,0.5364272570469829
9.212121212121213,0.9292929292929294,0.4327191101031525
9.212121212121213,0.9393939393939394,0.42867558756563584
9.212121212121213,0.7373737373737375,0.5247739632187775
9.212121212121213,0.9595959595959597,0.4207922813152805
9.212121212121213,0.8686868686868687,0.4585053060640812
9.212121212121213,0.8989898989898991,0.4452756948643544
9.212121212121213,0.797979797979798,0.4922538185696731
9.212121212121213,0.98989898989899,0.4094546121460457
9.212121212121213,0.8787878787878789,0.45401787535732885
9.212121212121213,0.9797979797979799,0.41317076893523597
9.212121212121213,0.9191919191919192,0.4368325834238497
9.212121212121213,0.9494949494949496,0.42470047913214726
9.282828282828282,0.0,
9.212121212121213,0.8585858585858587,0.4630725942711803
9.212121212121213,0.8383838383838385,0.4724538137207993
9.212121212121213,0.9696969696969697,0.4169495237334645
9.212121212121213,0.8484848484848485,0.46772150047121086
9.212121212121213,1.0,0.40579968094853086
9.282828282828282,0.06060606060606061,0.9161182383117411
9.282828282828282,0.020202020202020204,0.9258570957871145
9.282828282828282,0.07070707070707072,0.91603305488336
9.282828282828282,0.05050505050505051,0.9147000165013516
9.212121212121213,0.888888888888889,0.44960857152769307
9.282828282828282,0.030303030303030304,0.9148908996199054
9.282828282828282,0.16161616161616163,0.8981947781458145
9.282828282828282,0.18181818181818182,0.8959814843489033
9.212121212121213,0.8282828282828284,0.477271350038063
9.282828282828282,0.08080808080808081,0.914474082534069
9.282828282828282,0.10101010101010102,0.9092998225452582
9.282828282828282,0.09090909090909091,0.912030344663896
9.282828282828282,0.22222222222222224,0.8892165203132925
9.282828282828282,0.13131313131313133,0.9023927787517041
9.282828282828282,0.010101010101010102,1.0384662221463417
9.282828282828282,0.20202020202020204,0.8932574854665597
9.282828282828282,0.32323232323232326,0.8388428046904595
9.282828282828282,0.26262626262626265,0.8751931889459513
9.282828282828282,0.04040404040404041,0.9132042761407181
9.282828282828282,0.17171717171717174,0.8970970424412011
9.282828282828282,0.19191919191919193,0.8947374387577939
9.282828282828282,0.27272727272727276,0.8703294100988256
9.282828282828282,0.30303030303030304,0.8527271498520906
9.282828282828282,0.3434343434343435,0.8236281660800726
9.282828282828282,0.38383838383838387,0.790516406024876
9.282828282828282,0.24242424242424243,0.8832849086615219
9.282828282828282,0.12121212121212122,0.9043603387076092
9.282828282828282,0.11111111111111112,0.9066797382265184
9.282828282828282,0.36363636363636365,0.807417475758178
9.282828282828282,0.29292929292929293,0.8590639577284395
9.282828282828282,0.4141414141414142,0.7644394467185877
9.282828282828282,0.25252525252525254,0.8795144491031662
9.282828282828282,0.37373737373737376,0.799035633130287
9.282828282828282,0.43434343434343436,0.7468802566093722
9.282828282828282,0.393939393939394,0.7818916609000376
9.282828282828282,0.2828282828282829,0.8649432653070823
9.282828282828282,0.14141414141414144,0.9007534036766188
9.282828282828282,0.15151515151515152,0.8993813642190864
9.282828282828282,0.31313131313131315,0.8459727056126497
9.282828282828282,0.42424242424242425,0.7556622407312783
9.282828282828282,0.33333333333333337,0.8313804252552178
9.282828282828282,0.23232323232323235,0.8865110127643059
9.282828282828282,0.21212121212121213,0.8914443958880361
9.282828282828282,0.3535353535353536,0.8156273661789649
9.282828282828282,0.5050505050505051,0.6866156079534189
9.282828282828282,0.5353535353535354,0.6620296670652946
9.282828282828282,0.5454545454545455,0.6540494428498883
9.282828282828282,0.4040404040404041,0.7731905294282853
9.282828282828282,0.4747474747474748,0.7120530472639487
9.282828282828282,0.48484848484848486,0.7034912271626312
9.282828282828282,0.4545454545454546,0.7293758124979182
9.282828282828282,0.6060606060606061,0.6086254710109147
9.282828282828282,0.4444444444444445,0.7381125032592477
9.282828282828282,0.5656565656565657,0.6384326785188918
9.282828282828282,0.4646464646464647,0.720685003506398
9.282828282828282,0.6262626262626263,0.5944466900919959
9.282828282828282,0.5757575757575758,0.6308006598880627
9.282828282828282,0.5252525252525253,0.6701203089569303
9.282828282828282,0.6565656565656566,0.5740784977620421
9.282828282828282,0.6161616161616162,0.6014756556310374
9.282828282828282,0.5858585858585859,0.6232882564710132
9.282828282828282,0.5555555555555556,0.6461829216020327
9.282828282828282,0.6363636363636365,0.5875380552390976
9.282828282828282,0.6464646464646465,0.5807489844510274
9.282828282828282,0.5151515151515152,0.6783172835904838
9.282828282828282,0.7171717171717172,0.536471077633171
9.282828282828282,0.7373737373737375,0.524816855435799
9.282828282828282,0.595959595959596,0.6158963696638488
9.282828282828282,0.686868686868687,0.5547661575634015
9.282828282828282,0.494949494949495,0.6950092931870414
9.282828282828282,0.7474747474747475,0.5191470011144294
9.282828282828282,0.7070707070707072,0.5424591523660639
9.282828282828282,0.7272727272727273,0.5305909238353478
9.282828282828282,0.6767676767676768,0.5610884690989764
9.282828282828282,0.6666666666666667,0.5675254322553429
9.282828282828282,0.787878787878788,0.49747157607881265
9.282828282828282,0.7777777777777778,0.5027436755973449
9.282828282828282,0.696969696969697,0.5485569363293588
9.282828282828282,0.7676767676767677,0.5081123296890472
9.282828282828282,0.8383838383838385,0.4724925132157442
9.282828282828282,0.7575757575757577,0.5135794638375548
9.282828282828282,0.8787878787878789,0.45405508923742
9.282828282828282,0.8181818181818182,0.4822154317976688
9.282828282828282,0.8080808080808082,0.48720936119305663
9.282828282828282,0.8282828282828284,0.47731043709520965
9.282828282828282,0.8686868686868687,0.45854288190255216
9.282828282828282,0.888888888888889,0.4496454295405386
9.282828282828282,0.8484848484848485,0.4677598189926133
9.282828282828282,0.9292929292929294,0.4327546031491348
9.282828282828282,0.9393939393939394,0.42871075340722337
9.282828282828282,0.9090909090909092,0.44105374144769594
9.282828282828282,0.9191919191919192,0.4368684091732355
9.282828282828282,0.8585858585858587,0.4631105382820754
9.282828282828282,0.9595959595959597,0.4208268087944226
9.282828282828282,0.9494949494949496,0.42473532315519397
9.282828282828282,0.8989898989898991,0.44531220297948976
9.282828282828282,1.0,0.40583299284405483
9.353535353535353,0.010101010101010102,1.038595688412459
9.282828282828282,0.797979797979798,0.4922941091053833
9.282828282828282,0.9696969696969697,0.41698373983409875
9.353535353535353,0.04040404040404041,0.9132839770430089
9.353535353535353,0.030303030303030304,0.9149758597310483
9.353535353535353,0.0,
9.353535353535353,0.05050505050505051,0.9147768443284567
9.282828282828282,0.9797979797979799,0.4132046787155392
9.353535353535353,0.020202020202020204,0.9259549277124651
9.353535353535353,0.10101010101010102,0.9093673200498542
9.282828282828282,0.98989898989899,0.409488220559018
9.353535353535353,0.06060606060606061,0.9161926746481731
9.353535353535353,0.15151515151515152,0.8994501824975271
9.353535353535353,0.09090909090909091,0.9120988439001593
9.353535353535353,0.17171717171717174,0.8971675449815929
9.353535353535353,0.16161616161616163,0.8982644285955745
9.353535353535353,0.22222222222222224,0.889290495940384
9.353535353535353,0.11111111111111112,0.9067467928466383
9.353535353535353,0.19191919191919193,0.8948095540480381
9.353535353535353,0.21212121212121213,0.8915178441385437
9.353535353535353,0.07070707070707072,0.9161051890145298
9.353535353535353,0.20202020202020204,0.8933303104190343
9.353535353535353,0.08080808080808081,0.9145441625687128
9.353535353535353,0.14141414141414144,0.9008214642656667
9.353535353535353,0.12121212121212122,0.9044274161576304
9.353535353535353,0.23232323232323235,0.8865854145020353
9.353535353535353,0.18181818181818182,0.8960528183937134
9.353535353535353,0.13131313131313133,0.9024602283147048
9.353535353535353,0.24242424242424243,0.8833596332902894
9.353535353535353,0.26262626262626265,0.8752682547353235
9.353535353535353,0.29292929292929293,0.8591388367880568
9.353535353535353,0.27272727272727276,0.8704045013618412
9.353535353535353,0.36363636363636365,0.8074895383109184
9.353535353535353,0.31313131313131315,0.846047064895604
9.353535353535353,0.30303030303030304,0.8528018040875673
9.353535353535353,0.25252525252525254,0.8795893941414861
9.353535353535353,0.33333333333333337,0.8314540112395002
9.353535353535353,0.37373737373737376,0.799107113853719
9.353535353535353,0.3434343434343435,0.823701286703793
9.353535353535353,0.2828282828282829,0.8650182922545279
9.353535353535353,0.4141414141414142,0.7645083560835689
9.353535353535353,0.4646464646464647,0.7207504112461108
9.353535353535353,0.393939393939394,0.7819618965098855
9.353535353535353,0.3535353535353536,0.8156999771112596
9.353535353535353,0.4747474747474748,0.7121177423127301
9.353535353535353,0.42424242424242425,0.7557304654316492
9.353535353535353,0.32323232323232326,0.8389168056810816
9.353535353535353,0.5252525252525253,0.6701814697692261
9.353535353535353,0.38383838383838387,0.7905872762950976
9.353535353535353,0.5050505050505051,0.6866781717468423
9.353535353535353,0.43434343434343436,0.7469477863221691
9.353535353535353,0.5757575757575758,0.6308584244064541
9.353535353535353,0.494949494949495,0.6950725649222153
9.353535353535353,0.5656565656565657,0.638491107259718
9.353535353535353,0.4444444444444445,0.7381793302952476
9.353535353535353,0.5353535353535354,0.6620901346035788
9.353535353535353,0.595959595959596,0.6159528310414326
9.353535353535353,0.5454545454545455,0.6541092235672454
9.353535353535353,0.6060606060606061,0.6086812939893328
9.353535353535353,0.5555555555555556,0.6462420225510593
9.353535353535353,0.6464646464646465,0.5808023453775835
9.353535353535353,0.4040404040404041,0.7732601101899335
9.353535353535353,0.4545454545454546,0.7294419315148435
9.353535353535353,0.686868686868687,0.5548172056978934
